FrameIndex,NumFramePresents,NumMisPresented,NumDroppedFrames,ReprojectionFlags,SystemTimeInSeconds,PreSubmitGpuMs,PostSubmitGpuMs,TotalRenderGpuMs,CompositorRenderGpuMs,CompositorRenderCpuMs,CompositorIdleCpuMs,ClientFrameIntervalMs,PresentCallCpuMs,WaitForPresentCpuMs,SubmitFrameMs,WaitGetPosesCalledMs,NewPosesReadyMs,NewFrameReadyMs,CompositorUpdateStartMs,CompositorUpdateEndMs,CompositorRenderStartMs
11793,2,1,0,92,196.812335,10.134208,0.019040,10.794400,0.641152,1.016200,0.000000,2.050700,0.253000,0.015200,0.599300,-24.426323,-4.197623,-1.717722,7.252489,10.066189,7.280189
11794,2,1,0,92,196.834673,3.153856,0.018912,3.815488,0.642720,0.932300,0.000000,2.529900,0.234500,0.022600,0.574200,-23.962523,-4.193623,-1.815423,7.263788,10.036288,7.334688
11795,2,1,0,92,196.857031,10.630272,0.018304,11.292192,0.643616,1.313200,0.000000,2.416600,0.185500,0.017600,0.683500,-24.082323,-4.197023,-2.202023,7.292589,10.017689,7.324389
11796,2,1,0,92,196.879360,10.748639,0.018880,11.411999,0.644480,1.014100,0.000000,2.026500,0.255800,0.015900,0.634500,-24.440523,-4.190123,-1.756923,7.333588,9.985289,7.360888
11797,2,1,0,92,196.901712,1.997312,0.018752,2.662848,0.646784,1.103500,0.000000,2.511200,0.233000,0.015800,0.819700,-23.939323,-4.196623,-2.164623,7.365989,10.007488,7.395988
11798,2,1,0,92,196.924036,12.021055,0.018400,12.680160,0.640704,0.991400,0.000000,2.102300,0.189800,0.015000,0.691800,-24.377321,-4.193323,-1.937023,7.402289,9.960089,7.434489
11799,2,1,0,92,196.946380,10.444385,0.018720,11.106720,0.643616,1.034600,0.000000,2.311600,0.197600,0.016900,0.606100,-24.170921,-4.198223,-2.377522,7.401489,10.068589,7.436989
11800,2,1,0,92,196.968711,2.411200,0.018048,3.075168,0.645920,1.110800,0.000000,1.867500,0.233300,0.017400,0.689600,-24.608822,-4.195823,-1.276123,7.458189,9.965189,7.491289
11801,2,1,0,92,196.991051,4.932672,0.018816,5.595776,0.644288,0.969100,0.000000,2.989900,0.277300,0.016200,0.604100,-23.496223,-4.190023,-2.032823,7.508588,10.027588,7.537889
11802,2,1,0,92,197.013394,11.905920,0.019264,12.569728,0.644544,1.103100,0.000000,2.203200,0.209000,0.014500,0.662200,-24.282822,-4.187923,-2.158823,7.514489,10.126089,7.555989
